shopNo,distCode,district_name,officeCode_txn,office_name,noOfRcs,noOfTrans,total_rice,wheat,sugar,rgdal,kerosene,salt,totalAmount,otherShopTransCnt,totalRcs,totalUnits,utilization_ratio,rice_wheat_ratio,portability_ratio,commodity_total,longitude,latitude,fpsStatus,fpsType,cluster_id,pca1,pca2,dbscan_label,is_anomaly,cluster_persona,cluster_avg_utilization,utilization_gap,utilization_gap_abs,peer_anomaly_flag
2911012,926,Kamareddy,926011,Machareddy,393.0,395.0,9109.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,,,0.0,0.0,0.2683544303797468,9109.0,,,,,0,-1.8061229322314842,0.6741320643772212,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2911013,926,Kamareddy,926011,Machareddy,388.0,389.0,8950.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,,0.0,0.0,0.19023136246786632,8950.0,,,,,0,-1.934722298974658,0.6241708784444336,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2911014,926,Kamareddy,926011,Machareddy,403.0,408.0,9735.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,,,0.0,0.0,0.18627450980392157,9735.0,,,,,0,-1.8137782497069908,0.5618241088091627,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2911015,926,Kamareddy,926011,Machareddy,244.0,246.0,5326.0,0.0,24.0,0.0,0.0,0.0,324.0,10.0,1.0,3.0,246.0,0.0,0.04065040650406504,5350.0,78.429884,18.357423,Active,Normal Shop,0,-2.6567300565380356,3.6074755420247673,-1,1,High Utilization Shops,1.1202724129566903,244.8797275870433,244.8797275870433,1
2911018,926,Kamareddy,926011,Machareddy,190.0,190.0,5035.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,4.0,190.0,0.0,0.08947368421052632,5035.0,78.45733,18.30645,Active,Normal Shop,0,-3.0302164503025577,2.5342652680212883,-1,1,High Utilization Shops,1.1202724129566903,188.8797275870433,188.8797275870433,1
2911021,926,Kamareddy,926011,Machareddy,418.0,418.0,9860.0,0.0,0.0,0.0,9.0,0.0,315.0,36.0,1.0,2.0,418.0,0.0,0.0861244019138756,9869.0,78.445687,18.306604,Active,Normal Shop,0,-2.033089952783548,3.6730008724566523,-1,1,High Utilization Shops,1.1202724129566903,416.8797275870433,416.8797275870433,1
2912004,926,Kamareddy,926012,Madnur,141.0,141.0,3131.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,0.0,0.0,0.02127659574468085,3131.0,,,,,0,-3.3386819106757906,1.1098924787759088,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912005,926,Kamareddy,926012,Madnur,774.0,774.0,16410.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,,,0.0,0.0,0.08010335917312661,16410.0,,,,,0,-0.3503355081072552,-0.3640249694969871,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912009,926,Kamareddy,926012,Madnur,251.0,255.0,5893.0,0.0,17.0,0.0,0.0,0.0,229.5,19.0,,,0.0,0.0,0.07450980392156863,5910.0,,,,,0,-2.5277332160312946,1.3969121313693407,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912010,926,Kamareddy,926012,Madnur,420.0,429.0,9131.0,0.0,11.0,0.0,0.0,0.0,148.5,19.0,,,0.0,0.0,0.04428904428904429,9142.0,,,,,0,-1.880913774505825,0.787445704388797,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912015,926,Kamareddy,926012,Madnur,444.0,444.0,10429.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,0.0,0.0,0.033783783783783786,10429.0,,,,,0,-1.8426635443468693,0.3467149551814141,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912019,926,Kamareddy,926012,Madnur,275.0,276.0,5517.0,0.0,1.0,0.0,0.0,0.0,13.5,12.0,,,0.0,0.0,0.043478260869565216,5518.0,,,,,0,-2.7340825095444314,0.8532676791840514,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912020,926,Kamareddy,926012,Madnur,224.0,224.0,4739.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,,0.0,0.0,0.0625,4739.0,,,,,0,-2.9310712217387582,0.9473923107566995,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912021,926,Kamareddy,926012,Madnur,108.0,108.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,0.0,0.0,0.06481481481481481,2248.0,,,,,0,-3.4699681714872366,1.2305120380028252,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912022,926,Kamareddy,926012,Madnur,207.0,207.0,4958.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,0.0,0.028985507246376812,4958.0,,,,,0,-2.983940390734652,0.9368224772279685,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912025,926,Kamareddy,926012,Madnur,279.0,279.0,6593.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,0.0,0.021505376344086023,6593.0,,,,,0,-2.6502248509296344,0.7515618627269364,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912031,926,Kamareddy,926012,Madnur,183.0,185.0,4590.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,0.0,0.0,0.021621621621621623,4590.0,,,,,0,-3.0844633810943876,0.9816354597680337,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2912033,926,Kamareddy,926012,Madnur,369.0,374.0,8174.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,0.0,0.016042780748663103,8174.0,,,,,0,-2.2721893809645266,0.5395282069670347,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2913012,926,Kamareddy,926013,Nagireddypet,109.0,109.0,2796.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,266.0,963.0,0.40977443609022557,0.0,0.44036697247706424,2796.0,78.078791,18.106814,Active,Normal Shop,0,-2.4071516346168185,0.9805286097995316,0,0,High Utilization Shops,1.1202724129566903,-0.7104979768664648,0.7104979768664648,1
2913016,926,Kamareddy,926013,Nagireddypet,320.0,321.0,6712.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,623.0,2185.0,0.5152487961476726,0.0,0.04672897196261682,6712.0,78.041912,18.108537,Active,Normal Shop,0,-0.9728174278027939,-0.46357102940237727,0,0,High Utilization Shops,1.1202724129566903,-0.6050236168090177,0.6050236168090177,1
2913019,926,Kamareddy,926013,Nagireddypet,149.0,151.0,3996.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,334.0,1256.0,0.45209580838323354,0.0,0.6490066225165563,3996.0,78.070161,18.16218,Active,Normal Shop,0,-1.7780765838448862,0.8897125409518328,0,0,High Utilization Shops,1.1202724129566903,-0.6681766045734567,0.6681766045734567,1
2915003,926,Kamareddy,926015,Nizamsagar,376.0,377.0,7631.0,0.0,13.0,0.0,0.0,0.0,175.5,53.0,1.0,2.0,377.0,0.0,0.14058355437665782,7644.0,77.968345,18.256292,Active,Normal Shop,0,-2.160509774331628,4.103438463801108,-1,1,High Utilization Shops,1.1202724129566903,375.8797275870433,375.8797275870433,1
2915004,926,Kamareddy,926015,Nizamsagar,517.0,534.0,11182.0,0.0,36.0,0.0,0.0,0.0,486.0,44.0,2.0,3.0,267.0,0.0,0.08239700374531835,11218.0,77.947302,18.311041,Active,Normal Shop,0,-1.179892551210282,3.5141548746783977,-1,1,High Utilization Shops,1.1202724129566903,265.8797275870433,265.8797275870433,1
2915005,926,Kamareddy,926015,Nizamsagar,188.0,188.0,3992.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1.0,3.0,188.0,0.0,0.4095744680851064,3992.0,77.902459,18.296756,Active,Normal Shop,0,-2.824397284356623,2.813628540515965,-1,1,High Utilization Shops,1.1202724129566903,186.8797275870433,186.8797275870433,1
2915006,926,Kamareddy,926015,Nizamsagar,338.0,338.0,7851.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,3.0,338.0,0.0,0.0621301775147929,7851.0,77.909962,18.317405,Active,Normal Shop,0,-2.4648156272141746,3.3630416066911377,-1,1,High Utilization Shops,1.1202724129566903,336.8797275870433,336.8797275870433,1
2915007,926,Kamareddy,926015,Nizamsagar,466.0,468.0,9495.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,5.0,234.0,0.0,0.1047008547008547,9495.0,77.955272,18.256642,Active,Normal Shop,0,-1.8790350825141968,2.2966525225725216,-1,1,High Utilization Shops,1.1202724129566903,232.8797275870433,232.8797275870433,1
2915015,926,Kamareddy,926015,Nizamsagar,223.0,223.0,5014.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,0.0,0.0,0.04932735426008968,5014.0,,,,,0,-2.9186794757345234,0.9264314016740911,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2915016,926,Kamareddy,926015,Nizamsagar,205.0,206.0,4307.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,206.0,0.0,0.06310679611650485,4307.0,77.968357,18.224506,Active,Normal Shop,0,-3.101634865767615,2.652952499265258,-1,1,High Utilization Shops,1.1202724129566903,204.8797275870433,204.8797275870433,1
2915017,926,Kamareddy,926015,Nizamsagar,196.0,196.0,3843.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,0.0,0.0,0.08163265306122448,3843.0,,,,,0,-3.072976701383486,1.043116375246962,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2915018,926,Kamareddy,926015,Nizamsagar,500.0,500.0,10189.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,7.0,250.0,0.0,0.036,10189.0,77.906823,18.277903,Active,Normal Shop,0,-1.8256584155832318,2.2869075407085817,-1,1,High Utilization Shops,1.1202724129566903,248.8797275870433,248.8797275870433,1
2915019,926,Kamareddy,926015,Nizamsagar,326.0,326.0,6361.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,10.0,108.66666666666667,0.0,0.02147239263803681,6361.0,77.9314,18.26553,Active,Normal Shop,0,-2.598644843923689,1.5620030731335206,-1,1,High Utilization Shops,1.1202724129566903,107.54639425370998,107.54639425370998,1
2915021,926,Kamareddy,926015,Nizamsagar,359.0,360.0,7779.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,,,0.0,0.0,0.4388888888888889,7779.0,,,,,0,-1.8310938615417593,0.9215818769455171,0,0,High Utilization Shops,1.1202724129566903,-1.1202724129566903,1.1202724129566903,1
2917026,926,Kamareddy,926017,Pitlam,73.0,73.0,1734.0,0.0,7.0,0.0,0.0,0.0,94.5,2.0,222.0,759.0,0.32882882882882886,0.0,0.0273972602739726,1741.0,77.843361,18.284216,Active,Normal Shop,0,-3.0176241603504628,1.0864511916911066,0,0,High Utilization Shops,1.1202724129566903,-0.7914435841278615,0.7914435841278615,1
2919005,926,Kamareddy,926019,Ramareddy,273.0,273.0,6021.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,514.0,1614.0,0.5311284046692607,0.0,0.22344322344322345,6021.0,78.366659,18.411348,Active,Normal Shop,0,-1.3007015543556888,0.0260529657390424,0,0,High Utilization Shops,1.1202724129566903,-0.5891440082874296,0.5891440082874296,1
2919025,926,Kamareddy,926019,Ramareddy,320.0,320.0,6566.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,5.0,160.0,0.0,0.09375,6566.0,78.413394,18.366215,Active,Normal Shop,0,-2.5316728487168985,2.0361401880429675,-1,1,High Utilization Shops,1.1202724129566903,158.8797275870433,158.8797275870433,1
2920003,926,Kamareddy,926020,Sadashivnagar,225.0,225.0,4869.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,423.0,1382.0,0.5319148936170213,0.0,0.6622222222222223,4869.0,78.241081,18.397234,Active,Normal Shop,0,-1.2837517145829753,0.6391938944437237,0,0,High Utilization Shops,1.1202724129566903,-0.5883575193396691,0.5883575193396691,1
2920029,926,Kamareddy,926020,Sadashivnagar,237.0,237.0,5530.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,448.0,1513.0,0.5290178571428571,0.0,0.6413502109704642,5530.0,78.271985,18.41106,Active,Normal Shop,0,-1.1220897928650555,0.5210404805537179,0,0,High Utilization Shops,1.1202724129566903,-0.5912545558138332,0.5912545558138332,1
2921023,926,Kamareddy,926021,Tadwai,193.0,193.0,4256.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,336.0,1142.0,0.5744047619047619,0.0,0.43523316062176165,4256.0,78.213747,18.277712,Active,Normal Shop,0,-1.8678327650593431,0.6821846041226847,0,0,High Utilization Shops,1.1202724129566903,-0.5458676510519285,0.5458676510519285,1
2922003,926,Kamareddy,926022,Yellareddy,190.0,190.0,4547.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,341.0,1385.0,0.5571847507331378,0.0,0.5263157894736842,4547.0,78.012706,18.196414,Active,Normal Shop,0,-1.6633528465737648,0.6824533712222789,0,0,High Utilization Shops,1.1202724129566903,-0.5630876622235526,0.5630876622235526,1
2922009,926,Kamareddy,926022,Yellareddy,183.0,184.0,4393.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,334.0,1259.0,0.5508982035928144,0.0,0.6358695652173914,4393.0,78.011987,18.195259,Active,Normal Shop,0,-1.6433260754384942,0.8184621761868179,0,0,High Utilization Shops,1.1202724129566903,-0.569374209363876,0.569374209363876,1
2922014,926,Kamareddy,926022,Yellareddy,275.0,275.0,6323.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,487.0,1821.0,0.5646817248459959,0.0,0.04363636363636364,6323.0,78.004048,18.223179,Active,Normal Shop,0,-1.4221297592684998,-0.1508901777725933,0,0,High Utilization Shops,1.1202724129566903,-0.5555906881106945,0.5555906881106945,1
2922015,926,Kamareddy,926022,Yellareddy,250.0,251.0,5677.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,488.0,1833.0,0.514344262295082,0.0,0.07569721115537849,5677.0,78.034768,18.199325,Active,Normal Shop,0,-1.508328269576903,-0.06497765408941729,0,0,High Utilization Shops,1.1202724129566903,-0.6059281506616083,0.6059281506616083,1
3001011,927,Bhadrdri Kothagudem,927001,Aswapuram,612.0,614.0,13577.0,0.0,115.0,0.0,0.0,0.0,1552.5,62.0,658.0,2060.0,0.9331306990881459,0.0,0.10097719869706841,13692.0,80.788798,17.771606,Active,Normal Shop,2,1.8796504015366606,2.4536427967140395,-1,1,Low Volume Shops,0.9164043864139737,0.01672631267417224,0.01672631267417224,0
3001014,927,Bhadrdri Kothagudem,927001,Aswapuram,1802.0,1803.0,34358.0,0.0,27.0,0.0,0.0,0.0,364.5,285.0,2083.0,6318.0,0.8655784925588094,0.0,0.15806988352745424,34385.0,80.826257,17.837358,Active,Normal Shop,1,9.379368732929313,-5.413633272445966,-1,1,Portability Hub,1.1362342413867519,-0.2706557488279425,0.2706557488279425,0
3002001,927,Bhadrdri Kothagudem,927002,Aswaraopeta,1120.0,1120.0,22837.0,0.0,59.0,0.0,0.0,0.0,796.5,410.0,1271.0,4012.0,0.8811959087332809,0.0,0.36607142857142855,22896.0,81.134325,17.250166,Active,Normal Shop,2,5.452474355347266,-1.2890035036566059,-1,1,Low Volume Shops,0.9164043864139737,-0.035208477680692796,0.035208477680692796,0
3002005,927,Bhadrdri Kothagudem,927002,Aswaraopeta,1423.0,1424.0,29203.0,0.0,82.0,0.0,0.0,0.0,1107.0,501.0,1616.0,5049.0,0.8811881188118812,0.0,0.3518258426966292,29285.0,81.129491,17.24254,Active,Normal Shop,1,7.990830602756113,-1.8949638755399676,-1,1,Portability Hub,1.1362342413867519,-0.2550461225748707,0.2550461225748707,0
3003015,927,Bhadrdri Kothagudem,927003,Bhadrachalam,199.0,199.0,3996.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,528.0,1554.0,0.3768939393939394,0.0,0.7437185929648241,3996.0,80.898534,17.671307,Active,Normal Shop,0,-1.185140509831412,0.6204373032634003,0,0,High Utilization Shops,1.1202724129566903,-0.7433784735627509,0.7433784735627509,1
3005013,927,Bhadrdri Kothagudem,927005,Burgampadu,1995.0,2012.0,39103.0,0.0,33.0,0.0,0.0,0.0,445.5,841.0,2462.0,7991.0,0.8172217709179529,0.0,0.4179920477137177,39136.0,80.861965,17.691675,Active,Normal Shop,1,12.35912466779467,-6.177492523211153,-1,1,Portability Hub,1.1362342413867519,-0.319012470468799,0.319012470468799,0
3005014,927,Bhadrdri Kothagudem,927005,Burgampadu,1700.0,1717.0,32995.0,0.0,21.0,0.0,0.0,0.0,283.5,861.0,2226.0,6884.0,0.7713387241689128,0.0,0.5014560279557367,33016.0,80.867777,17.691046,Active,Normal Shop,1,10.29582594039143,-5.270176594177546,-1,1,Portability Hub,1.1362342413867519,-0.3648955172178391,0.3648955172178391,0
3005020,927,Bhadrdri Kothagudem,927005,Burgampadu,200.0,200.0,4040.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,348.0,1025.0,0.5747126436781609,0.0,0.895,4040.0,80.870858,17.640236,Active,Normal Shop,0,-1.4324855084812855,1.0511364219330461,0,0,High Utilization Shops,1.1202724129566903,-0.5455597692785294,0.5455597692785294,1
3007004,927,Bhadrdri Kothagudem,927007,Charla,272.0,272.0,4962.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,515.0,1462.0,0.5281553398058253,0.0,0.051470588235294115,4962.0,80.817479,18.04958,Active,Normal Shop,0,-1.6546507639319192,-0.028573586402939936,0,0,High Utilization Shops,1.1202724129566903,-0.592117073150865,0.592117073150865,1
3014004,927,Bhadrdri Kothagudem,927014,Manuguru,1162.0,1166.0,23668.0,0.0,80.0,0.0,0.0,0.0,1080.0,354.0,1633.0,5128.0,0.7140232700551132,0.0,0.30360205831903947,23748.0,80.821585,17.936574,Active,Normal Shop,1,6.611267125630728,-1.44085639861027,-1,1,Portability Hub,1.1362342413867519,-0.42221097133163865,0.42221097133163865,0
3014005,927,Bhadrdri Kothagudem,927014,Manuguru,1112.0,1115.0,23022.0,0.0,42.0,0.0,0.0,0.0,567.0,316.0,1566.0,4899.0,0.7120051085568327,0.0,0.28340807174887894,23064.0,80.797684,17.9229,Active,Normal Shop,2,5.752591152009066,-2.431066894362243,-1,1,Low Volume Shops,0.9164043864139737,-0.20439927785714096,0.20439927785714096,0
3014006,927,Bhadrdri Kothagudem,927014,Manuguru,263.0,265.0,7011.0,0.0,64.0,0.0,0.0,0.0,864.0,18.0,534.0,1675.0,0.49625468164794007,0.0,0.06792452830188679,7075.0,80.734467,17.982892,Active,Normal Shop,0,-0.5922302124599224,1.8459604075482516,0,0,High Utilization Shops,1.1202724129566903,-0.6240177313087503,0.6240177313087503,1
3014009,927,Bhadrdri Kothagudem,927014,Manuguru,1456.0,1456.0,29748.0,0.0,54.0,0.0,0.0,0.0,729.0,500.0,1828.0,5768.0,0.7964989059080962,0.0,0.3434065934065934,29802.0,80.808455,17.927389,Active,Normal Shop,1,8.301423386388661,-3.247351937253301,-1,1,Portability Hub,1.1362342413867519,-0.33973533547865564,0.33973533547865564,0
3014015,927,Bhadrdri Kothagudem,927014,Manuguru,1092.0,1098.0,21460.0,0.0,24.0,0.0,0.0,0.0,324.0,490.0,1245.0,3920.0,0.8819277108433735,0.0,0.44626593806921677,21484.0,80.815016,17.940878,Active,Normal Shop,2,4.9347754099263765,-2.1597315931027934,-1,1,Low Volume Shops,0.9164043864139737,-0.03447667557060019,0.03447667557060019,0
3016006,927,Bhadrdri Kothagudem,927016,Palawancha,336.0,350.0,6806.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,651.0,1903.0,0.5376344086021505,0.0,0.09142857142857143,6806.0,80.683372,17.713492,Active,Normal Shop,0,-0.9204595624481882,-0.4300449529843421,0,0,High Utilization Shops,1.1202724129566903,-0.5826380043545398,0.5826380043545398,1
3020016,927,Bhadrdri Kothagudem,927020,Yellandu,300.0,300.0,5583.0,0.0,21.0,0.0,0.0,0.0,283.5,131.0,563.0,1605.0,0.5328596802841918,0.0,0.43666666666666665,5604.0,80.343193,17.567266,Active,Normal Shop,0,-0.7294200813501213,0.7864803535941567,0,0,High Utilization Shops,1.1202724129566903,-0.5874127326724985,0.5874127326724985,1
3024008,927,Bhadrdri Kothagudem,927024,Chunchupalli,40.0,40.0,795.0,0.0,3.0,0.0,0.0,0.0,40.5,19.0,79.0,224.0,0.5063291139240507,0.0,0.475,798.0,80.67119,17.46089,Active,Normal Shop,0,-3.2424571720008566,1.6542439306260566,0,0,High Utilization Shops,1.1202724129566903,-0.6139432990326397,0.6139432990326397,1
3025002,927,Bhadrdri Kothagudem,927025,Laxmidevipalli,808.0,811.0,16524.0,0.0,61.0,0.0,0.0,0.0,823.5,134.0,1278.0,3856.0,0.634585289514867,0.0,0.16522811344019728,16585.0,80.603079,17.557317,Active,Normal Shop,2,3.5475372912202885,-0.6819169664062553,-1,1,Low Volume Shops,0.9164043864139737,-0.28181909689910667,0.28181909689910667,0
3026005,927,Bhadrdri Kothagudem,927026,Annapureddypalli,270.0,270.0,5539.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,497.0,1389.0,0.5432595573440644,0.0,0.07777777777777778,5539.0,80.693327,17.322305,Active,Normal Shop,0,-1.6187631288513753,0.005976769981531492,0,0,High Utilization Shops,1.1202724129566903,-0.5770128556126259,0.5770128556126259,1
3027001,927,Bhadrdri Kothagudem,927027,Aallapalli,1228.0,1230.0,27273.0,0.0,112.0,0.0,0.0,0.0,1512.0,48.0,1535.0,5091.0,0.8013029315960912,0.0,0.03902439024390244,27385.0,80.507794,17.914747,Active,Normal Shop,1,6.801186909575167,-0.8569395090874155,-1,1,Portability Hub,1.1362342413867519,-0.33493130979066066,0.33493130979066066,0
3029007,927,Bhadrdri Kothagudem,927029,Karakagudem,920.0,920.0,18989.0,0.0,109.0,0.0,0.0,0.0,1471.5,0.0,927.0,2910.0,0.9924487594390508,0.0,0.0,19098.0,80.51375,18.04029,Active,Normal Shop,2,3.57151604703922,0.9921203445171768,-1,1,Low Volume Shops,0.9164043864139737,0.07604437302507705,0.07604437302507705,0
3030021,927,Bhadrdri Kothagudem,927030,Pinapaka,283.0,290.0,5573.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,538.0,1572.0,0.5390334572490706,0.0,0.23103448275862068,5573.0,80.69064,18.024441,Active,Normal Shop,0,-1.2875490987976042,0.016644424453103653,0,0,High Utilization Shops,1.1202724129566903,-0.5812389557076197,0.5812389557076197,1
3031013,927,Bhadrdri Kothagudem,927031,Kothagudem.,379.0,379.0,7451.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,812.0,2264.0,0.4667487684729064,0.0,0.31926121372031663,7451.0,80.622376,17.545373,Active,Normal Shop,0,-0.15973648142493074,-0.5806623570088262,0,0,High Utilization Shops,1.1202724129566903,-0.653523644483784,0.653523644483784,1
3031022,927,Bhadrdri Kothagudem,927031,Kothagudem.,1069.0,1069.0,21592.0,0.0,80.0,0.0,0.0,0.0,1080.0,288.0,1281.0,3835.0,0.834504293520687,0.0,0.2694106641721235,21672.0,80.608433,17.558314,Active,Normal Shop,2,5.174973148800907,-0.5741306567594378,-1,1,Low Volume Shops,0.9164043864139737,-0.0819000928932867,0.0819000928932867,0
3031025,927,Bhadrdri Kothagudem,927031,Kothagudem.,117.0,117.0,2537.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,310.0,999.0,0.3774193548387097,0.0,0.9145299145299145,2537.0,80.612459,17.55365,Active,Normal Shop,0,-1.914088460053315,1.2796764067167081,0,0,High Utilization Shops,1.1202724129566903,-0.7428530581179806,0.7428530581179806,1
3032014,927,Bhadrdri Kothagudem,927032,Chandrugonda,289.0,290.0,5932.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,512.0,1613.0,0.56640625,0.0,0.05517241379310345,5932.0,80.588659,17.418567,Active,Normal Shop,0,-1.4577258188909759,-0.12534271113610881,0,0,High Utilization Shops,1.1202724129566903,-0.5538661629566903,0.5538661629566903,1
3101001,928,Mahabubabad,928001,Gudur,248.0,248.0,4959.0,0.0,8.0,0.0,0.0,0.0,108.0,106.0,488.0,1467.0,0.5081967213114754,0.0,0.4274193548387097,4967.0,79.976377,17.795915,Active,Normal Shop,0,-1.2484594436190126,0.5819568866831407,0,0,High Utilization Shops,1.1202724129566903,-0.6120756916452149,0.6120756916452149,1
3101002,928,Mahabubabad,928001,Gudur,244.0,245.0,5342.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,491.0,1564.0,0.4989816700610998,0.0,0.14285714285714285,5342.0,79.98241,17.80215,Active,Normal Shop,0,-1.5778117964575642,0.06952888919144153,0,0,High Utilization Shops,1.1202724129566903,-0.6212907428955905,0.6212907428955905,1
3101003,928,Mahabubabad,928001,Gudur,378.0,379.0,8096.0,0.0,33.0,0.0,0.0,0.0,445.5,21.0,737.0,2311.0,0.514246947082768,0.0,0.055408970976253295,8129.0,79.983983,17.775087,Active,Normal Shop,0,-0.10602748661573484,0.2807367345123204,0,0,High Utilization Shops,1.1202724129566903,-0.6060254658739224,0.6060254658739224,1
3101004,928,Mahabubabad,928001,Gudur,198.0,198.0,4271.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,604.0,1948.0,0.32781456953642385,0.0,0.025252525252525252,4271.0,79.985277,17.749013,Active,Normal Shop,0,-1.6508456875544448,-0.11765332342639742,0,0,High Utilization Shops,1.1202724129566903,-0.7924578434202665,0.7924578434202665,1
3101005,928,Mahabubabad,928001,Gudur,100.0,100.0,1839.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,320.0,942.0,0.3125,0.0,0.15,1839.0,80.002279,17.845252,Active,Normal Shop,0,-2.7309543779381555,0.7650561307884857,0,0,High Utilization Shops,1.1202724129566903,-0.8077724129566903,0.8077724129566903,1
3101013,928,Mahabubabad,928001,Gudur,312.0,312.0,6657.0,0.0,1.0,0.0,0.0,0.0,13.5,25.0,548.0,1683.0,0.5693430656934306,0.0,0.08012820512820513,6658.0,80.025396,17.702818,Active,Normal Shop,0,-1.218662800920365,-0.19406661126835512,0,0,High Utilization Shops,1.1202724129566903,-0.5509293472632597,0.5509293472632597,1
3101015,928,Mahabubabad,928001,Gudur,150.0,150.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,454.0,1334.0,0.3303964757709251,0.0,0.19333333333333333,2724.0,79.947833,17.805792,Active,Normal Shop,0,-2.167890022162642,0.4519705841615134,0,0,High Utilization Shops,1.1202724129566903,-0.7898759371857652,0.7898759371857652,1
3102003,928,Mahabubabad,928002,Kothagudem,178.0,178.0,3549.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,313.0,871.0,0.5686900958466453,0.0,0.06179775280898876,3549.0,80.04391,17.99745,Active,Normal Shop,0,-2.475590361315103,0.5345992368862811,0,0,High Utilization Shops,1.1202724129566903,-0.551582317110045,0.551582317110045,1
3102005,928,Mahabubabad,928002,Kothagudem,207.0,207.0,3974.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,375.0,1132.0,0.552,0.0,0.014492753623188406,3974.0,80.108116,17.933032,Active,Normal Shop,0,-2.2406515982377035,0.30956658521516334,0,0,High Utilization Shops,1.1202724129566903,-0.5682724129566903,0.5682724129566903,1
